,verse,tsne_embedding
829,"35:29 And Isaac gave up the ghost, and died, and was gathered unto his people,
being old and full of days: and his sons Esau and Jacob buried him.","[4.3884687423706055, -22.050537109375]"
830,"36:1 Now these are the generations of Esau, who is Edom.","[34.26490020751953, 21.479326248168945]"
831,"36:2 Esau took his wives of the daughters of Canaan; Adah the daughter of Elon
the Hittite, and Aholibamah the daughter of Anah the daughter of Zibeon the
Hivite; 36:3 And Bashemath Ishmael’s daughter, sister of Nebajoth.","[30.080068588256836, 20.94704818725586]"
832,"36:4 And Adah bare to Esau Eliphaz; and Bashemath bare Reuel; 36:5 And
Aholibamah bare Jeush, and Jaalam, and Korah: these are the sons of Esau, which
were born unto him in the land of Canaan.","[32.76595687866211, 22.457317352294922]"
833,"36:6 And Esau took his wives, and his sons, and his daughters, and all the
persons of his house, and his cattle, and all his beasts, and all his
substance, which he had got in the land of Canaan; and went into the country
from the face of his brother Jacob.","[8.854293823242188, -0.7623196244239807]"
834,"36:7 For their riches were more than that they might dwell together; and the
land wherein they were strangers could not bear them because of their cattle.","[-19.625160217285156, -2.9152512550354004]"
835,36:8 Thus dwelt Esau in mount Seir: Esau is Edom.,"[2.601985216140747, -3.136641025543213]"
836,"36:9 And these are the generations of Esau the father of the Edomites in mount
Seir: 36:10 These are the names of Esau’s sons; Eliphaz the son of Adah the
wife of Esau, Reuel the son of Bashemath the wife of Esau.","[33.71396255493164, 22.382583618164062]"
837,"36:11 And the sons of Eliphaz were Teman, Omar, Zepho, and Gatam, and Kenaz.","[33.044334411621094, 25.311946868896484]"
838,"36:12 And Timna was concubine to Eliphaz Esau’s son; and she bare to Eliphaz
Amalek: these were the sons of Adah Esau’s wife.","[30.468616485595703, 22.348247528076172]"
839,"36:13 And these are the sons of Reuel; Nahath, and Zerah, Shammah, and Mizzah:
these were the sons of Bashemath Esau’s wife.","[32.42084503173828, 23.784523010253906]"
840,"36:14 And these were the sons of Aholibamah, the daughter of Anah the daughter
of Zibeon, Esau’s wife: and she bare to Esau Jeush, and Jaalam, and Korah.","[31.725223541259766, 23.010501861572266]"
841,"36:15 These were dukes of the sons of Esau: the sons of Eliphaz the firstborn
son of Esau; duke Teman, duke Omar, duke Zepho, duke Kenaz, 36:16 Duke Korah,
duke Gatam, and duke Amalek: these are the dukes that came of Eliphaz in the
land of Edom; these were the sons of Adah.","[35.572330474853516, 24.02029800415039]"
842,"36:17 And these are the sons of Reuel Esau’s son; duke Nahath, duke Zerah, duke
Shammah, duke Mizzah: these are the dukes that came of Reuel in the land of
Edom; these are the sons of Bashemath Esau’s wife.","[34.784950256347656, 23.956510543823242]"
843,"36:18 And these are the sons of Aholibamah Esau’s wife; duke Jeush, duke
Jaalam, duke Korah: these were the dukes that came of Aholibamah the daughter
of Anah, Esau’s wife.","[34.34109115600586, 23.812358856201172]"
844,"36:19 These are the sons of Esau, who is Edom, and these are their dukes.","[34.92827606201172, 22.63826560974121]"
845,"36:20 These are the sons of Seir the Horite, who inhabited the land; Lotan, and
Shobal, and Zibeon, and Anah, 36:21 And Dishon, and Ezer, and Dishan: these are
the dukes of the Horites, the children of Seir in the land of Edom.","[34.922237396240234, 25.539165496826172]"
846,"36:22 And the children of Lotan were Hori and Hemam; and Lotan’s sister was
Timna.","[29.10685157775879, 23.451446533203125]"
847,"36:23 And the children of Shobal were these; Alvan, and Manahath, and Ebal,
Shepho, and Onam.","[32.16592025756836, 26.55310821533203]"
848,"36:24 And these are the children of Zibeon; both Ajah, and Anah: this was that
Anah that found the mules in the wilderness, as he fed the asses of Zibeon his
father.","[29.98188018798828, 25.997419357299805]"
849,"36:25 And the children of Anah were these; Dishon, and Aholibamah the daughter
of Anah.","[30.392803192138672, 24.97747039794922]"
850,"36:26 And these are the children of Dishon; Hemdan, and Eshban, and Ithran, and
Cheran.","[31.275476455688477, 26.02809715270996]"
851,"36:27 The children of Ezer are these; Bilhan, and Zaavan, and Akan.","[32.17524337768555, 25.4033260345459]"
852,"36:28 The children of Dishan are these; Uz, and Aran.","[31.404268264770508, 25.55829620361328]"
853,"36:29 These are the dukes that came of the Horites; duke Lotan, duke Shobal,
duke Zibeon, duke Anah, 36:30 Duke Dishon, duke Ezer, duke Dishan: these are
the dukes that came of Hori, among their dukes in the land of Seir.","[35.86553955078125, 25.18166732788086]"
854,"36:31 And these are the kings that reigned in the land of Edom, before there
reigned any king over the children of Israel.","[36.184974670410156, 21.653240203857422]"
855,"36:32 And Bela the son of Beor reigned in Edom: and the name of his city was
Dinhabah.","[37.75751495361328, 20.47382164001465]"
856,"36:33 And Bela died, and Jobab the son of Zerah of Bozrah reigned in his stead.","[41.95314407348633, 16.262235641479492]"
857,"36:34 And Jobab died, and Husham of the land of Temani reigned in his stead.","[41.690792083740234, 16.37906265258789]"
858,"36:35 And Husham died, and Hadad the son of Bedad, who smote Midian in the
field of Moab, reigned in his stead: and the name of his city was Avith.","[40.56397247314453, 16.95925521850586]"
859,"36:36 And Hadad died, and Samlah of Masrekah reigned in his stead.","[40.953983306884766, 15.837772369384766]"
860,"36:37 And Samlah died, and Saul of Rehoboth by the river reigned in his stead.","[40.76422119140625, 15.028429985046387]"
861,"36:38 And Saul died, and Baalhanan the son of Achbor reigned in his stead.","[40.24998092651367, 15.192234992980957]"
862,"36:39 And Baalhanan the son of Achbor died, and Hadar reigned in his stead: and
the name of his city was Pau; and his wife’s name was Mehetabel, the daughter
of Matred, the daughter of Mezahab.","[39.53251266479492, 15.901820182800293]"
863,"36:40 And these are the names of the dukes that came of Esau, according to
their families, after their places, by their names; duke Timnah, duke Alvah,
duke Jetheth, 36:41 Duke Aholibamah, duke Elah, duke Pinon, 36:42 Duke Kenaz,
duke Teman, duke Mibzar, 36:43 Duke Magdiel, duke Iram: these be the dukes of
Edom, according to their habitations in the land of their possession: he is
Esau the father of the Edomites.","[35.805511474609375, 23.22255516052246]"
864,"37:1 And Jacob dwelt in the land wherein his father was a stranger, in the land
of Canaan.","[7.512842178344727, -14.638205528259277]"
865,"37:2 These are the generations of Jacob. Joseph, being seventeen years old, was
feeding the flock with his brethren; and the lad was with the sons of Bilhah,
and with the sons of Zilpah, his father’s wives: and Joseph brought unto his
father their evil report.","[28.157583236694336, -32.595760345458984]"
866,"37:3 Now Israel loved Joseph more than all his children, because he was the son
of his old age: and he made him a coat of many colours.","[26.22942543029785, -41.39718246459961]"
867,"37:4 And when his brethren saw that their father loved him more than all his
brethren, they hated him, and could not speak peaceably unto him.","[16.868865966796875, -24.50459861755371]"
868,"37:5 And Joseph dreamed a dream, and he told it his brethren: and they hated
him yet the more.","[18.48082160949707, -23.693130493164062]"
869,"37:6 And he said unto them, Hear, I pray you, this dream which I have dreamed:
37:7 For, behold, we were binding sheaves in the field, and, lo, my sheaf
arose, and also stood upright; and, behold, your sheaves stood round about, and
made obeisance to my sheaf.","[18.23464012145996, -20.958181381225586]"
870,"37:8 And his brethren said to him, Shalt thou indeed reign over us? or shalt
thou indeed have dominion over us? And they hated him yet the more for his
dreams, and for his words.","[17.164976119995117, -24.18721580505371]"
871,"37:9 And he dreamed yet another dream, and told it his brethren, and said,
Behold, I have dreamed a dream more; and, behold, the sun and the moon and the
eleven stars made obeisance to me.","[18.90186882019043, -21.76300621032715]"
872,"37:10 And he told it to his father, and to his brethren: and his father rebuked
him, and said unto him, What is this dream that thou hast dreamed? Shall I and
thy mother and thy brethren indeed come to bow down ourselves to thee to the
earth? 37:11 And his brethren envied him; but his father observed the saying.","[18.421377182006836, -22.351608276367188]"
873,37:12 And his brethren went to feed their father’s flock in Shechem.,"[-6.897609233856201, -25.298980712890625]"
874,"37:13 And Israel said unto Joseph, Do not thy brethren feed the flock in
Shechem? come, and I will send thee unto them. And he said to him, Here am I.","[-6.695990085601807, -25.739458084106445]"
875,"37:14 And he said to him, Go, I pray thee, see whether it be well with thy
brethren, and well with the flocks; and bring me word again. So he sent him out
of the vale of Hebron, and he came to Shechem.","[-6.05194091796875, -25.206201553344727]"
876,"37:15 And a certain man found him, and, behold, he was wandering in the field:
and the man asked him, saying, What seekest thou? 37:16 And he said, I seek my
brethren: tell me, I pray thee, where they feed their flocks.","[-6.846878528594971, -24.326248168945312]"
877,"37:17 And the man said, They are departed hence; for I heard them say, Let us
go to Dothan. And Joseph went after his brethren, and found them in Dothan.","[-4.670342922210693, -25.27532958984375]"
878,"37:18 And when they saw him afar off, even before he came near unto them, they
conspired against him to slay him.","[15.553647994995117, -23.424230575561523]"
